target,layer,n_molecules,n_actives,metric,pocket,sequence,diff
P25101,L4,815,16,EF1%,5.6597,0.0000,-5.6597
P25101,L4,815,16,EF5%,1.2424,0.0000,-1.2424
P25101,L4,815,16,AUROC,0.7893,0.7753,-0.0141
P25322,L4,1579,31,EF1%,0.0000,0.0000,+0.0000
P25322,L4,1579,31,EF5%,0.0000,1.2895,+1.2895
P25322,L4,1579,31,AUROC,0.0676,0.8362,+0.7685
P25929,L4,5198,102,EF1%,19.6003,20.5803,+0.9800
P25929,L4,5198,102,EF5%,15.2882,5.8801,-9.4081
P25929,L4,5198,102,AUROC,0.9725,0.7826,-0.1899
P26012,L4,1273,25,EF1%,0.0000,0.0000,+0.0000
P26012,L4,1273,25,EF5%,0.0000,0.7956,+0.7956
P26012,L4,1273,25,AUROC,0.6512,0.7936,+0.1424
P27986,L4,3364,66,EF1%,0.0000,0.0000,+0.0000
P27986,L4,3364,66,EF5%,0.6032,0.3016,-0.3016
P27986,L4,3364,66,AUROC,0.6054,0.6827,+0.0772
P28223,L4,61144,1200,EF1%,34.4684,41.7951,+7.3266
P28223,L4,61144,1200,EF5%,11.3804,13.2965,+1.9162
P28223,L4,61144,1200,AUROC,0.7400,0.8589,+0.1189
P29371,L4,1326,26,EF1%,25.5000,0.0000,-25.5000
P29371,L4,1326,26,EF5%,15.2239,0.0000,-15.2239
P29371,L4,1326,26,AUROC,0.9808,0.4576,-0.5231
P30550,L4,662,12,EF1%,0.0000,0.0000,+0.0000
P30550,L4,662,12,EF5%,9.7353,0.0000,-9.7353
P30550,L4,662,12,AUROC,0.9575,0.7096,-0.2479
P30990,L4,3874,76,EF1%,0.0000,0.0000,+0.0000
P30990,L4,3874,76,EF5%,0.0000,0.0000,+0.0000
P30990,L4,3874,76,AUROC,0.3214,0.2010,-0.1203
P31350,L4,816,16,EF1%,0.0000,0.0000,+0.0000
P31350,L4,816,16,EF5%,0.0000,0.0000,+0.0000
P31350,L4,816,16,AUROC,0.6970,0.4991,-0.1979
P34969,L4,5145,101,EF1%,35.2666,21.5518,-13.7148
P34969,L4,5145,101,EF5%,17.7700,13.2288,-4.5412
P34969,L4,5145,101,AUROC,0.9759,0.9493,-0.0266
P35348,L4,764,15,EF1%,19.1000,44.5667,+25.4667
P35348,L4,764,15,EF5%,11.7538,15.6718,+3.9179
P35348,L4,764,15,AUROC,0.8432,0.9478,+0.1045
P35462,L4,5553,109,EF1%,9.0973,38.2087,+29.1114
P35462,L4,5553,109,EF5%,8.9795,12.6446,+3.6651
P35462,L4,5553,109,AUROC,0.8719,0.9038,+0.0319
P35869,L4,1833,36,EF1%,0.0000,0.0000,+0.0000
P35869,L4,1833,36,EF5%,0.0000,0.5534,+0.5534
P35869,L4,1833,36,AUROC,0.2785,0.1655,-0.1129
P37059,L4,2396,47,EF1%,0.0000,4.2482,+4.2482
P37059,L4,2396,47,EF5%,0.8496,4.2482,+3.3986
P37059,L4,2396,47,AUROC,0.2914,0.7062,+0.4147
P37840,L4,5857,115,EF1%,0.8632,0.0000,-0.8632
P37840,L4,5857,115,EF5%,3.3027,0.0000,-3.3027
P37840,L4,5857,115,AUROC,0.7620,0.4753,-0.2867
P38158,L4,560,11,EF1%,8.4848,16.9697,+8.4848
P38158,L4,560,11,EF5%,3.6364,5.4545,+1.8182
P38158,L4,560,11,AUROC,0.7897,0.8732,+0.0835
P41235,L4,916,18,EF1%,40.7111,0.0000,-40.7111
P41235,L4,916,18,EF5%,18.8068,4.4251,-14.3816
P41235,L4,916,18,AUROC,0.9905,0.8378,-0.1527
P42226,L4,2193,43,EF1%,51.0000,44.0455,-6.9545
P42226,L4,2193,43,EF5%,18.5455,18.5455,+0.0000
P42226,L4,2193,43,AUROC,0.9806,0.9732,-0.0074
P43251,L4,1428,28,EF1%,37.4000,44.2000,+6.8000
P43251,L4,1428,28,EF5%,19.1250,17.7083,-1.4167
P43251,L4,1428,28,AUROC,0.9906,0.9812,-0.0094
P43341,L4,7795,153,EF1%,0.0000,0.0000,+0.0000
P43341,L4,7795,153,EF5%,0.0000,0.0000,+0.0000
P43341,L4,7795,153,AUROC,0.7107,0.4707,-0.2399
P43354,L4,1780,35,EF1%,19.7778,0.0000,-19.7778
P43354,L4,1780,35,EF5%,12.5714,1.7143,-10.8571
P43354,L4,1780,35,AUROC,0.9083,0.7353,-0.1730
P46976,L4,1121,22,EF1%,0.0000,0.0000,+0.0000
P46976,L4,1121,22,EF5%,0.0000,0.0000,+0.0000
P46976,L4,1121,22,AUROC,0.2662,0.4985,+0.2324
P48025,L4,663,13,EF1%,14.5714,36.4286,+21.8571
P48025,L4,663,13,EF5%,18.0000,19.5000,+1.5000
P48025,L4,663,13,AUROC,0.9807,0.9946,+0.0139
P48048,L4,1528,30,EF1%,0.0000,0.0000,+0.0000
P48048,L4,1528,30,EF5%,0.0000,5.9532,+5.9532
P48048,L4,1528,30,AUROC,0.0957,0.8807,+0.7850
P48549,L4,1121,22,EF1%,0.0000,0.0000,+0.0000
P48549,L4,1121,22,EF5%,0.0000,0.0000,+0.0000
P48549,L4,1121,22,AUROC,0.7844,0.4878,-0.2967
P49238,L4,968,19,EF1%,5.0947,0.0000,-5.0947
P49238,L4,968,19,EF5%,4.1590,0.0000,-4.1590
P49238,L4,968,19,AUROC,0.8904,0.4978,-0.3926
P49721,L4,765,15,EF1%,0.0000,0.0000,+0.0000
P49721,L4,765,15,EF5%,0.0000,5.2308,+5.2308
P49721,L4,765,15,AUROC,0.8508,0.7801,-0.0707
P49959,L4,612,12,EF1%,0.0000,0.0000,+0.0000
P49959,L4,612,12,EF5%,0.0000,3.2903,+3.2903
P49959,L4,612,12,AUROC,0.3031,0.8165,+0.5134
P50052,L4,10903,214,EF1%,4.1685,2.3158,-1.8527
P50052,L4,10903,214,EF5%,3.9191,0.9331,-2.9860
P50052,L4,10903,214,AUROC,0.8303,0.3867,-0.4436
P51946,L4,5300,104,EF1%,0.0000,21.1538,+21.1538
P51946,L4,5300,104,EF5%,0.7692,14.2308,+13.4615
P51946,L4,5300,104,AUROC,0.6315,0.9378,+0.3063
P52429,L4,4124,81,EF1%,0.0000,0.0000,+0.0000
P52429,L4,4124,81,EF5%,0.0000,0.0000,+0.0000
P52429,L4,4124,81,AUROC,0.3040,0.6658,+0.3618
P54278,L4,4331,85,EF1%,46.3209,32.4246,-13.8963
P54278,L4,4331,85,EF5%,19.9585,18.7845,-1.1740
P54278,L4,4331,85,AUROC,0.9990,0.9902,-0.0088
P57059,L4,4281,84,EF1%,1.1852,27.2600,+26.0748
P57059,L4,4281,84,EF5%,3.5556,11.1410,+7.5854
P57059,L4,4281,84,AUROC,0.8328,0.9262,+0.0934
P62837,L4,1986,39,EF1%,0.0000,0.0000,+0.0000
P62837,L4,1986,39,EF5%,0.0000,0.0000,+0.0000
P62837,L4,1986,39,AUROC,0.3211,0.3714,+0.0503
P95160,L4,1172,23,EF1%,4.2464,0.0000,-4.2464
P95160,L4,1172,23,EF5%,0.8637,0.0000,-0.8637
P95160,L4,1172,23,AUROC,0.5470,0.4612,-0.0858
P97639,L4,1223,24,EF1%,15.6795,0.0000,-15.6795
P97639,L4,1223,24,EF5%,5.7534,1.6438,-4.1095
P97639,L4,1223,24,AUROC,0.8390,0.8311,-0.0079
Q01538,L4,66335,1302,EF1%,0.9975,0.0000,-0.9975
Q01538,L4,66335,1302,EF5%,2.4269,0.0000,-2.4269
Q01538,L4,66335,1302,AUROC,0.6925,0.4110,-0.2815
Q01973,L4,1120,22,EF1%,25.4545,0.0000,-25.4545
Q01973,L4,1120,22,EF5%,17.2727,0.9091,-16.3636
Q01973,L4,1120,22,AUROC,0.9886,0.7895,-0.1990
Q02974,L4,1325,26,EF1%,7.2802,43.6813,+36.4011
Q02974,L4,1325,26,EF5%,6.8456,16.7336,+9.8881
Q02974,L4,1325,26,AUROC,0.8785,0.9887,+0.1102
Q03164,L4,13648,268,EF1%,0.7434,0.3717,-0.3717
Q03164,L4,13648,268,EF5%,3.7281,0.3728,-3.3553
Q03164,L4,13648,268,AUROC,0.8037,0.4385,-0.3652
Q04912,L4,561,11,EF1%,0.0000,8.5000,+8.5000
Q04912,L4,561,11,EF5%,0.0000,7.0345,+7.0345
Q04912,L4,561,11,AUROC,0.5348,0.8551,+0.3203
Q06830,L4,1528,30,EF1%,0.0000,0.0000,+0.0000
Q06830,L4,1528,30,EF5%,0.0000,0.0000,+0.0000
Q06830,L4,1528,30,AUROC,0.7943,0.4336,-0.3608
Q08211,L4,36023,707,EF1%,11.5736,0.0000,-11.5736
Q08211,L4,36023,707,EF5%,7.2385,0.2828,-6.9557
Q08211,L4,36023,707,AUROC,0.8689,0.5984,-0.2705
Q08828,L4,3464,68,EF1%,0.0000,0.0000,+0.0000
Q08828,L4,3464,68,EF5%,0.0000,0.5855,+0.5855
Q08828,L4,3464,68,AUROC,0.1318,0.7931,+0.6613
Q10469,L4,8712,171,EF1%,0.0000,0.0000,+0.0000
Q10469,L4,8712,171,EF5%,0.0000,0.0000,+0.0000
Q10469,L4,8712,171,AUROC,0.1468,0.5630,+0.4163
Q12809,L4,1986,39,EF1%,5.0923,0.0000,-5.0923
Q12809,L4,1986,39,EF5%,6.1108,0.0000,-6.1108
Q12809,L4,1986,39,AUROC,0.7759,0.4612,-0.3147
Q13094,L4,1529,30,EF1%,0.0000,0.0000,+0.0000
Q13094,L4,1529,30,EF5%,0.0000,0.6619,+0.6619
Q13094,L4,1529,30,AUROC,0.4815,0.4824,+0.0009
Q13191,L4,62765,1232,EF1%,0.1622,0.0000,-0.1622
Q13191,L4,62765,1232,EF5%,0.1948,0.0487,-0.1461
Q13191,L4,62765,1232,AUROC,0.4971,0.4975,+0.0004
Q13233,L4,2957,58,EF1%,5.0983,0.0000,-5.0983
Q13233,L4,2957,58,EF5%,6.2006,0.0000,-6.2006
Q13233,L4,2957,58,AUROC,0.9126,0.3714,-0.5412
Q13535,L4,24306,477,EF1%,0.0000,0.8353,+0.8353
Q13535,L4,24306,477,EF5%,0.0000,1.0057,+1.0057
Q13535,L4,24306,477,AUROC,0.2256,0.6838,+0.4581
Q13541,L4,18038,354,EF1%,3.6597,0.0000,-3.6597
Q13541,L4,18038,354,EF5%,8.3607,0.6214,-7.7393
Q13541,L4,18038,354,AUROC,0.9092,0.6457,-0.2634
Q13564,L4,1171,23,EF1%,0.0000,50.9130,+50.9130
Q13564,L4,1171,23,EF5%,0.0000,19.8475,+19.8475
Q13564,L4,1171,23,AUROC,0.2834,1.0000,+0.7166
Q13574,L4,29346,576,EF1%,5.5454,0.3466,-5.1988
Q13574,L4,29346,576,EF5%,3.3317,0.8329,-2.4988
Q13574,L4,29346,576,AUROC,0.6229,0.6382,+0.0153
Q13639,L4,2496,49,EF1%,18.3380,0.0000,-18.3380
Q13639,L4,2496,49,EF5%,15.4854,0.8150,-14.6704
Q13639,L4,2496,49,AUROC,0.9126,0.6149,-0.2977
Q13686,L4,2038,40,EF1%,50.9500,46.0976,-4.8524
Q13686,L4,2038,40,EF5%,19.9804,19.9804,+0.0000
Q13686,L4,2038,40,AUROC,0.9997,0.9991,-0.0006
Q13724,L4,26950,529,EF1%,1.5095,2.6416,+1.1321
Q13724,L4,26950,529,EF5%,2.0030,2.9479,+0.9448
Q13724,L4,26950,529,AUROC,0.7334,0.6994,-0.0340
Q14191,L4,76779,1507,EF1%,18.2432,10.6142,-7.6290
Q14191,L4,76779,1507,EF5%,11.3071,7.1134,-4.1937
Q14191,L4,76779,1507,AUROC,0.9259,0.8646,-0.0613
Q14721,L4,1528,30,EF1%,0.0000,0.0000,+0.0000
Q14721,L4,1528,30,EF5%,0.6615,0.0000,-0.6615
Q14721,L4,1528,30,AUROC,0.6684,0.3653,-0.3031
Q15040,L4,1221,24,EF1%,0.0000,0.0000,+0.0000
Q15040,L4,1221,24,EF5%,0.8206,0.0000,-0.8206
Q15040,L4,1221,24,AUROC,0.5613,0.4403,-0.1210
Q15078,L4,2649,52,EF1%,0.0000,3.7735,+3.7735
Q15078,L4,2649,52,EF5%,0.0000,5.3623,+5.3623
Q15078,L4,2649,52,AUROC,0.5017,0.6787,+0.1770
Q15116,L4,5454,107,EF1%,0.0000,22.2423,+22.2423
Q15116,L4,5454,107,EF5%,0.0000,5.6013,+5.6013
Q15116,L4,5454,107,AUROC,0.7234,0.6712,-0.0522
Q15369,L4,560,11,EF1%,0.0000,16.9697,+16.9697
Q15369,L4,560,11,EF5%,0.0000,16.3636,+16.3636
Q15369,L4,560,11,AUROC,0.7447,0.9630,+0.2183
Q15726,L4,1377,27,EF1%,10.9286,7.2857,-3.6429
Q15726,L4,1377,27,EF5%,14.0435,10.3478,-3.6957
Q15726,L4,1377,27,AUROC,0.9711,0.9279,-0.0431
Q16204,L4,1530,30,EF1%,0.0000,0.0000,+0.0000
Q16204,L4,1530,30,EF5%,0.0000,0.0000,+0.0000
Q16204,L4,1530,30,AUROC,0.6037,0.3571,-0.2466
Q16236,L4,4381,86,EF1%,0.0000,0.0000,+0.0000
Q16236,L4,4381,86,EF5%,0.2316,0.0000,-0.2316
Q16236,L4,4381,86,AUROC,0.5092,0.6636,+0.1543
Q16531,L4,25010,491,EF1%,0.2029,18.0613,+17.8583
Q16531,L4,25010,491,EF5%,0.4479,10.9529,+10.5050
Q16531,L4,25010,491,AUROC,0.7119,0.9224,+0.2105
Q16548,L4,663,13,EF1%,7.2857,0.0000,-7.2857
Q16548,L4,663,13,EF5%,3.0000,0.0000,-3.0000
Q16548,L4,663,13,AUROC,0.8290,0.8208,-0.0082
Q16739,L4,15737,309,EF1%,0.3223,0.6447,+0.3223
Q16739,L4,15737,309,EF5%,1.4237,3.5592,+2.1355
Q16739,L4,15737,309,AUROC,0.7359,0.7607,+0.0249
Q16832,L4,16614,326,EF1%,22.5825,37.5358,+14.9533
Q16832,L4,16614,326,EF5%,12.5721,13.6147,+1.0426
Q16832,L4,16614,326,AUROC,0.9414,0.9371,-0.0043
Q16853,L4,4282,84,EF1%,28.4518,0.0000,-28.4518
Q16853,L4,4282,84,EF5%,15.6485,0.0000,-15.6485
Q16853,L4,4282,84,AUROC,0.9684,0.3839,-0.5845
Q29550,L4,765,15,EF1%,0.0000,0.0000,+0.0000
Q29550,L4,765,15,EF5%,0.0000,0.0000,+0.0000
Q29550,L4,765,15,AUROC,0.4340,0.3609,-0.0731
Q2FYS5,L4,1478,29,EF1%,6.7954,0.0000,-6.7954
Q2FYS5,L4,1478,29,EF5%,3.4436,2.0662,-1.3774
Q2FYS5,L4,1478,29,AUROC,0.7001,0.3453,-0.3549
Q3SYC2,L4,765,15,EF1%,0.0000,0.0000,+0.0000
Q3SYC2,L4,765,15,EF5%,0.0000,0.0000,+0.0000
Q3SYC2,L4,765,15,AUROC,0.3709,0.3228,-0.0481
Q5JRX3,L4,2905,57,EF1%,0.0000,25.4825,+25.4825
Q5JRX3,L4,2905,57,EF5%,0.0000,8.0287,+8.0287
Q5JRX3,L4,2905,57,AUROC,0.3207,0.8141,+0.4934
Q5M868,L4,4025,79,EF1%,39.7654,43.4934,+3.7280
Q5M868,L4,4025,79,EF5%,18.9168,18.4124,-0.5044
Q5M868,L4,4025,79,AUROC,0.9895,0.9830,-0.0065
Q60795,L4,1373,27,EF1%,0.0000,3.6323,+3.6323
Q60795,L4,1373,27,EF5%,0.0000,6.6329,+6.6329
Q60795,L4,1373,27,AUROC,0.4711,0.9228,+0.4517
Q695T7,L4,10237,201,EF1%,0.0000,0.0000,+0.0000
Q695T7,L4,10237,201,EF5%,0.0995,0.0000,-0.0995
Q695T7,L4,10237,201,AUROC,0.1628,0.3466,+0.1838
Q6NS38,L4,713,14,EF1%,50.9286,50.9286,+0.0000
Q6NS38,L4,713,14,EF5%,19.8056,19.8056,+0.0000
Q6NS38,L4,713,14,AUROC,0.9984,0.9989,+0.0005
Q6SZW1,L4,12377,243,EF1%,3.2861,0.0000,-3.2861
Q6SZW1,L4,12377,243,EF5%,4.0319,1.3988,-2.6331
Q6SZW1,L4,12377,243,AUROC,0.7332,0.5670,-0.1663
Q70CQ3,L4,11771,231,EF1%,2.5910,0.4318,-2.1592
Q70CQ3,L4,11771,231,EF5%,2.9415,1.5573,-1.3842
Q70CQ3,L4,11771,231,AUROC,0.6866,0.5499,-0.1367
Q7Z3E1,L4,29244,574,EF1%,17.7361,0.0000,-17.7361
Q7Z3E1,L4,29244,574,EF5%,8.7409,1.3930,-7.3479
Q7Z3E1,L4,29244,574,AUROC,0.8972,0.7755,-0.1217
Q7Z5P4,L4,45534,883,EF1%,0.0000,0.9047,+0.9047
Q7Z5P4,L4,45534,883,EF5%,0.0226,1.4947,+1.4721
Q7Z5P4,L4,45534,883,AUROC,0.3613,0.6632,+0.3019
Q86SK9,L4,2745,54,EF1%,0.0000,7.2619,+7.2619
Q86SK9,L4,2745,54,EF5%,0.7367,8.8406,+8.1039
Q86SK9,L4,2745,54,AUROC,0.5671,0.9058,+0.3387
Q86UE8,L4,3463,68,EF1%,29.1008,8.7303,-20.3706
Q86UE8,L4,3463,68,EF5%,10.5365,10.8292,+0.2927
Q86UE8,L4,3463,68,AUROC,0.8826,0.9430,+0.0604
Q86YV6,L4,714,14,EF1%,0.0000,6.3750,+6.3750
Q86YV6,L4,714,14,EF5%,1.4167,7.0833,+5.6667
Q86YV6,L4,714,14,AUROC,0.8060,0.8614,+0.0554
Q8BHB0,L4,1425,28,EF1%,0.0000,0.0000,+0.0000
Q8BHB0,L4,1425,28,EF5%,0.0000,1.4137,+1.4137
Q8BHB0,L4,1425,28,AUROC,0.5451,0.8074,+0.2623
Q8IU80,L4,765,15,EF1%,44.6250,51.0000,+6.3750
Q8IU80,L4,765,15,EF5%,19.6154,19.6154,+0.0000
Q8IU80,L4,765,15,AUROC,0.9991,1.0000,+0.0009
Q8IVG9,L4,714,14,EF1%,0.0000,0.0000,+0.0000
Q8IVG9,L4,714,14,EF5%,0.0000,4.2500,+4.2500
Q8IVG9,L4,714,14,AUROC,0.5756,0.8804,+0.3048
Q8IWV7,L4,510,10,EF1%,17.0000,8.5000,-8.5000
Q8IWV7,L4,510,10,EF5%,11.7692,9.8077,-1.9615
Q8IWV7,L4,510,10,AUROC,0.9312,0.8834,-0.0478
Q8N1C3,L4,10239,201,EF1%,35.1142,34.1251,-0.9891
Q8N1C3,L4,10239,201,EF5%,15.7199,15.4214,-0.2985
Q8N1C3,L4,10239,201,AUROC,0.9802,0.9763,-0.0039
Q8NEV1,L4,560,11,EF1%,0.0000,8.4848,+8.4848
Q8NEV1,L4,560,11,EF5%,3.6364,3.6364,+0.0000
Q8NEV1,L4,560,11,AUROC,0.6767,0.7698,+0.0931
Q8NFR9,L4,1171,23,EF1%,4.2428,25.4565,+21.2138
Q8NFR9,L4,1171,23,EF5%,10.3552,19.8475,+9.4923
Q8NFR9,L4,1171,23,AUROC,0.9507,0.9909,+0.0402
Q8NHG7,L4,4582,90,EF1%,0.0000,1.1068,+1.1068
Q8NHG7,L4,4582,90,EF5%,3.5416,5.5338,+1.9922
Q8NHG7,L4,4582,90,AUROC,0.9176,0.9162,-0.0014
Q8TAF3,L4,2191,43,EF1%,0.0000,0.0000,+0.0000
Q8TAF3,L4,2191,43,EF5%,0.0000,0.0000,+0.0000
Q8TAF3,L4,2191,43,AUROC,0.3024,0.2856,-0.0168
Q8TD08,L4,561,11,EF1%,17.0000,8.5000,-8.5000
Q8TD08,L4,561,11,EF5%,10.5517,12.3103,+1.7586
Q8TD08,L4,561,11,AUROC,0.9203,0.9091,-0.0112
Q8TDU9,L4,510,10,EF1%,0.0000,0.0000,+0.0000
Q8TDU9,L4,510,10,EF5%,1.9615,0.0000,-1.9615
Q8TDU9,L4,510,10,AUROC,0.9226,0.9149,-0.0077
Q8VCR2,L4,1172,23,EF1%,0.0000,0.0000,+0.0000
Q8VCR2,L4,1172,23,EF5%,0.8637,0.0000,-0.8637
Q8VCR2,L4,1172,23,AUROC,0.5762,0.6086,+0.0324
Q8WXE1,L4,5505,108,EF1%,0.0000,0.0000,+0.0000
Q8WXE1,L4,5505,108,EF5%,0.3694,0.0000,-0.3694
Q8WXE1,L4,5505,108,AUROC,0.4795,0.3527,-0.1268
Q8WYB5,L4,9783,192,EF1%,16.1178,0.0000,-16.1178
Q8WYB5,L4,9783,192,EF5%,12.3743,0.0000,-12.3743
Q8WYB5,L4,9783,192,AUROC,0.9440,0.2411,-0.7029
Q91WP0,L4,8867,174,EF1%,21.7581,1.7177,-20.0404
Q91WP0,L4,8867,174,EF5%,17.4457,5.2796,-12.1661
Q91WP0,L4,8867,174,AUROC,0.9672,0.8957,-0.0715
Q92551,L4,9779,192,EF1%,0.0000,0.0000,+0.0000
Q92551,L4,9779,192,EF5%,0.1042,0.3125,+0.2083
Q92551,L4,9779,192,AUROC,0.5433,0.5845,+0.0412
Q92743,L4,611,12,EF1%,50.9167,29.0952,-21.8214
Q92743,L4,611,12,EF5%,19.7097,19.7097,+0.0000
Q92743,L4,611,12,AUROC,0.9994,0.9961,-0.0033
Q92794,L4,43768,858,EF1%,25.2729,0.2329,-25.0400
Q92794,L4,43768,858,EF5%,11.2557,0.2563,-10.9993
Q92794,L4,43768,858,AUROC,0.9059,0.4067,-0.4993
Q92905,L4,1172,23,EF1%,8.4928,8.4928,+0.0000
Q92905,L4,1172,23,EF5%,3.4547,2.5910,-0.8637
Q92905,L4,1172,23,AUROC,0.6864,0.7824,+0.0960
Q92932,L4,26032,511,EF1%,49.5770,0.0000,-49.5770
Q92932,L4,26032,511,EF5%,17.2158,1.1347,-16.0812
Q92932,L4,26032,511,AUROC,0.9847,0.7699,-0.2148
Q96DB2,L4,3617,71,EF1%,0.0000,31.6677,+31.6677
Q96DB2,L4,3617,71,EF5%,3.9404,16.6059,+12.6656
Q96DB2,L4,3617,71,AUROC,0.7811,0.9749,+0.1937
Q96GX5,L4,13140,258,EF1%,8.1025,5.0159,-3.0867
Q96GX5,L4,13140,258,EF5%,1.6279,2.7907,+1.1628
Q96GX5,L4,13140,258,AUROC,0.5929,0.6887,+0.0958
Q96KP4,L4,5603,110,EF1%,21.4469,45.5746,+24.1278
Q96KP4,L4,5603,110,EF5%,17.4017,19.3957,+1.9940
Q96KP4,L4,5603,110,AUROC,0.9810,0.9966,+0.0156
Q96PC2,L4,2244,44,EF1%,0.0000,0.0000,+0.0000
Q96PC2,L4,2244,44,EF5%,0.4513,2.7080,+2.2566
Q96PC2,L4,2244,44,AUROC,0.6901,0.7987,+0.1086
Q96PD7,L4,3413,67,EF1%,1.4554,4.3663,+2.9109
Q96PD7,L4,3413,67,EF5%,3.8727,6.2558,+2.3832
Q96PD7,L4,3413,67,AUROC,0.6269,0.8654,+0.2385
Q96QP1,L4,22674,445,EF1%,0.0000,0.0000,+0.0000
Q96QP1,L4,22674,445,EF5%,0.0000,0.0449,+0.0449
Q96QP1,L4,22674,445,AUROC,0.4201,0.3382,-0.0818
Q96RU2,L4,2443,48,EF1%,0.0000,0.0000,+0.0000
Q96RU2,L4,2443,48,EF5%,0.4138,0.8276,+0.4138
Q96RU2,L4,2443,48,AUROC,0.5278,0.3828,-0.1450
Q99705,L4,1683,33,EF1%,6.0000,0.0000,-6.0000
Q99705,L4,1683,33,EF5%,3.6000,0.6000,-3.0000
Q99705,L4,1683,33,AUROC,0.7575,0.7820,+0.0245
Q99788,L4,2243,44,EF1%,0.0000,0.0000,+0.0000
Q99788,L4,2243,44,EF5%,0.0000,0.4511,+0.4511
Q99788,L4,2243,44,AUROC,0.1682,0.5042,+0.3361
Q99986,L4,1934,38,EF1%,0.0000,0.0000,+0.0000
Q99986,L4,1934,38,EF5%,4.7222,0.0000,-4.7222
Q99986,L4,1934,38,AUROC,0.8913,0.5467,-0.3446
Q9BQ50,L4,5911,116,EF1%,29.7249,4.2464,-25.4784
Q9BQ50,L4,5911,116,EF5%,16.1823,4.4759,-11.7063
Q9BQ50,L4,5911,116,AUROC,0.9786,0.8102,-0.1684
Q9BVC4,L4,509,10,EF1%,0.0000,0.0000,+0.0000
Q9BVC4,L4,509,10,EF5%,0.0000,0.0000,+0.0000
Q9BVC4,L4,509,10,AUROC,0.2301,0.3822,+0.1521
Q9BW19,L4,9930,195,EF1%,0.0000,0.0000,+0.0000
Q9BW19,L4,9930,195,EF5%,0.0000,0.0000,+0.0000
Q9BW19,L4,9930,195,AUROC,0.3073,0.1669,-0.1404
Q9BY08,L4,1987,39,EF1%,10.1897,17.8321,+7.6423
Q9BY08,L4,1987,39,EF5%,10.6992,11.2087,+0.5095
Q9BY08,L4,1987,39,AUROC,0.9418,0.9300,-0.0118
Q9BZ95,L4,559,11,EF1%,8.4697,0.0000,-8.4697
Q9BZ95,L4,559,11,EF5%,1.8149,3.6299,+1.8149
Q9BZ95,L4,559,11,AUROC,0.3733,0.6520,+0.2787
Q9CVD2,L4,816,16,EF1%,0.0000,0.0000,+0.0000
Q9CVD2,L4,816,16,EF5%,0.0000,2.4878,+2.4878
Q9CVD2,L4,816,16,AUROC,0.3466,0.7380,+0.3914
Q9DGD3,L4,3768,74,EF1%,18.7596,9.3798,-9.3798
Q9DGD3,L4,3768,74,EF5%,14.2789,11.5847,-2.6941
Q9DGD3,L4,3768,74,AUROC,0.9536,0.9464,-0.0072
Q9GZQ6,L4,1273,25,EF1%,7.8338,0.0000,-7.8338
Q9GZQ6,L4,1273,25,EF5%,7.9563,1.5913,-6.3650
Q9GZQ6,L4,1273,25,AUROC,0.9119,0.7486,-0.1633
Q9GZZ6,L4,560,11,EF1%,0.0000,8.4848,+8.4848
Q9GZZ6,L4,560,11,EF5%,16.3636,20.0000,+3.6364
Q9GZZ6,L4,560,11,AUROC,0.9730,0.9873,+0.0143
Q9H093,L4,560,11,EF1%,8.4848,16.9697,+8.4848
Q9H093,L4,560,11,EF5%,5.4545,14.5455,+9.0909
Q9H093,L4,560,11,AUROC,0.9261,0.9391,+0.0130
Q9H0K1,L4,5552,109,EF1%,3.6383,18.1913,+14.5531
Q9H0K1,L4,5552,109,EF5%,3.2980,8.0618,+4.7638
Q9H0K1,L4,5552,109,AUROC,0.8397,0.8894,+0.0497
Q9H299,L4,764,15,EF1%,0.0000,0.0000,+0.0000
Q9H299,L4,764,15,EF5%,0.0000,0.0000,+0.0000
Q9H299,L4,764,15,AUROC,0.2266,0.4348,+0.2082
Q9H300,L4,816,16,EF1%,0.0000,11.3333,+11.3333
Q9H300,L4,816,16,EF5%,0.0000,4.9756,+4.9756
Q9H300,L4,816,16,AUROC,0.5870,0.6679,+0.0809
Q9H7M9,L4,1224,24,EF1%,0.0000,0.0000,+0.0000
Q9H7M9,L4,1224,24,EF5%,0.0000,0.8226,+0.8226
Q9H7M9,L4,1224,24,AUROC,0.1914,0.7846,+0.5933
Q9H7Z6,L4,1936,38,EF1%,2.5474,0.0000,-2.5474
Q9H7Z6,L4,1936,38,EF5%,11.0298,0.0000,-11.0298
Q9H7Z6,L4,1936,38,AUROC,0.9352,0.5042,-0.4310
Q9HB14,L4,765,15,EF1%,0.0000,0.0000,+0.0000
Q9HB14,L4,765,15,EF5%,0.0000,0.0000,+0.0000
Q9HB14,L4,765,15,AUROC,0.2263,0.6671,+0.4408
Q9HC35,L4,764,15,EF1%,0.0000,0.0000,+0.0000
Q9HC35,L4,764,15,EF5%,0.0000,0.0000,+0.0000
Q9HC35,L4,764,15,AUROC,0.7511,0.5728,-0.1784
Q9HC84,L4,9429,185,EF1%,0.5365,0.0000,-0.5365
Q9HC84,L4,9429,185,EF5%,0.3239,0.1080,-0.2160
Q9HC84,L4,9429,185,AUROC,0.5475,0.4680,-0.0796
Q9HCE5,L4,9834,193,EF1%,1.5440,2.0587,+0.5147
Q9HCE5,L4,9834,193,EF5%,1.7606,4.0390,+2.2784
